,timestamp,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,has_availability,predictions
13945,1660207323,Manhattan,Harlem,Entire home/apt,165,7,8,0.1,1,234,yes,187.0
13946,1660207327,Bronx,Other,Private room,65,2,64,0.87,1,307,yes,74.0
13947,1660207359,Manhattan,Lower East Side,Entire home/apt,250,2,5,5.0,1,188,yes,239.0
13948,1660207414,Bronx,Other,Private room,80,1,6,1.33,2,358,yes,98.0
13949,1660207659,Brooklyn,Williamsburg,Entire home/apt,150,30,5,0.2,2,48,yes,160.0
13950,1660207723,Brooklyn,Greenpoint,Entire home/apt,125,2,5,0.1,1,0,no,128.0
13951,1660207778,Staten Island,Other,Entire home/apt,57,1,0,0.0,1,0,no,57.0
13952,1660207780,Brooklyn,Other,Private room,63,2,22,0.51,1,48,yes,55.0
13953,1660207889,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,120,1,282,5.51,1,187,yes,104.0
13954,1660208031,Queens,Other,Private room,55,2,1,0.03,1,56,yes,57.0
13955,1660208038,Brooklyn,Other,Private room,55,1,1,0.11,10,298,yes,63.0
13956,1660208098,Brooklyn,Bedford-Stuyvesant,Private room,35,1,174,3.45,5,153,yes,33.0
13957,1660208116,Brooklyn,Clinton Hill,Private room,65,6,1,1.0,1,19,yes,65.0
13958,1660208175,Manhattan,Midtown,Entire home/apt,500,29,5,0.13,1,88,yes,505.0
13959,1660208177,Brooklyn,Crown Heights,Private room,70,5,12,0.67,3,0,no,72.0
13960,1660208217,Manhattan,East Harlem,Private room,60,1,0,0.0,1,0,no,48.0
13961,1660208264,Brooklyn,Williamsburg,Entire home/apt,325,3,324,3.01,1,107,yes,323.0
13962,1660208487,Brooklyn,East Flatbush,Private room,42,13,22,0.75,3,267,yes,42.0
13963,1660208590,Queens,Astoria,Private room,90,3,17,0.65,2,334,yes,94.0
13964,1660208603,Manhattan,Harlem,Entire home/apt,76,3,1,0.13,1,0,no,76.0
13965,1660208732,Brooklyn,Williamsburg,Private room,45,30,19,0.43,1,0,no,51.0
13966,1660208785,Brooklyn,Crown Heights,Entire home/apt,100,7,52,0.67,1,56,yes,89.0
13967,1660208810,Manhattan,Upper West Side,Private room,90,2,2,0.05,1,0,no,76.0
13968,1660208868,Manhattan,Harlem,Private room,55,1,1,1.0,3,35,yes,73.0
13969,1660209081,Brooklyn,Williamsburg,Entire home/apt,85,1,73,0.89,1,0,no,83.0
13970,1660209209,Brooklyn,Other,Entire home/apt,160,5,79,1.72,1,271,yes,151.0
13971,1660209261,Manhattan,East Harlem,Private room,75,4,162,3.55,1,60,yes,58.0
13972,1660209330,Manhattan,West Village,Entire home/apt,170,3,9,1.71,3,169,yes,168.0
13973,1660209503,Manhattan,West Village,Private room,200,2,0,0.0,1,32,yes,205.0
13974,1660209510,Brooklyn,Park Slope,Private room,80,1,39,0.37,6,364,yes,90.0
13975,1660209581,Brooklyn,Crown Heights,Entire home/apt,105,2,15,0.31,1,0,no,93.0
13976,1660209702,Manhattan,Other,Entire home/apt,95,2,2,0.06,1,0,no,104.0
13977,1660209728,Brooklyn,Williamsburg,Private room,178,2,2,0.06,1,0,no,183.0
13978,1660209823,Queens,Other,Entire home/apt,85,2,97,1.43,1,230,yes,79.0
13979,1660209943,Manhattan,Upper West Side,Private room,98,2,7,0.8,1,0,no,115.0
13980,1660209971,Brooklyn,Other,Entire home/apt,125,2,14,0.73,1,9,yes,109.0
13981,1660210085,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,14,0.3,1,0,no,154.0
13982,1660210155,Brooklyn,Bushwick,Private room,75,2,10,1.05,1,0,no,77.0
13983,1660210167,Brooklyn,Bedford-Stuyvesant,Private room,79,1,195,7.79,3,46,yes,79.0
13984,1660210219,Queens,Long Island City,Private room,70,1,5,0.1,1,0,no,64.0
13985,1660210288,Brooklyn,Bedford-Stuyvesant,Private room,85,2,11,0.49,1,164,yes,82.0
13986,1660210300,Brooklyn,Bedford-Stuyvesant,Private room,107,2,1,1.0,1,90,yes,103.0
13987,1660210341,Brooklyn,Other,Entire home/apt,73,15,2,0.06,1,0,no,77.0
13988,1660210374,Manhattan,Financial District,Private room,262,2,6,1.59,327,328,yes,255.0
13989,1660210387,Manhattan,Harlem,Private room,90,4,20,1.82,3,283,yes,93.0
13990,1660210454,Manhattan,Harlem,Private room,80,3,0,0.0,1,362,yes,83.0
13991,1660210466,Brooklyn,Flatbush,Entire home/apt,64,30,2,0.15,1,268,yes,75.0
13992,1660210497,Manhattan,Upper East Side,Private room,80,4,19,0.6,1,0,no,90.0
13993,1660210555,Queens,Other,Entire home/apt,195,1,239,6.31,4,256,yes,197.0
13994,1660210601,Manhattan,East Harlem,Private room,66,4,1,0.02,1,0,no,70.0
13995,1660210657,Brooklyn,Williamsburg,Private room,70,4,7,0.21,2,364,yes,71.0
13996,1660210660,Manhattan,Washington Heights,Private room,74,3,0,0.0,1,3,yes,60.0
13997,1660210684,Manhattan,Upper East Side,Entire home/apt,99,30,7,0.18,15,327,yes,94.0
13998,1660210725,Manhattan,West Village,Entire home/apt,250,5,0,0.0,1,0,no,238.0
13999,1660210762,Brooklyn,Bedford-Stuyvesant,Private room,51,1,2,0.05,1,0,no,43.0
14000,1660210771,Manhattan,Hell's Kitchen,Entire home/apt,107,30,8,0.24,31,332,yes,107.0
14001,1660210778,Manhattan,East Village,Entire home/apt,120,5,0,0.0,1,0,no,118.0
14002,1660210785,Manhattan,Hell's Kitchen,Private room,207,1,3,0.74,2,82,yes,209.0
14003,1660210874,Manhattan,East Village,Entire home/apt,240,2,0,0.0,1,9,yes,229.0
14004,1660210924,Brooklyn,Prospect-Lefferts Gardens,Private room,62,1,0,0.0,6,229,yes,70.0
14005,1660211026,Manhattan,Upper West Side,Private room,89,10,0,0.0,1,0,no,95.0
14006,1660211103,Manhattan,Lower East Side,Entire home/apt,250,30,8,0.2,7,4,yes,235.0
14007,1660211130,Brooklyn,Williamsburg,Private room,55,5,9,0.34,1,20,yes,51.0
14008,1660211160,Manhattan,East Village,Entire home/apt,300,30,0,0.0,1,180,yes,298.0
14009,1660211207,Manhattan,Other,Entire home/apt,159,6,39,1.31,1,351,yes,161.0
14010,1660211240,Brooklyn,Crown Heights,Entire home/apt,120,5,3,0.09,3,0,no,121.0
14011,1660211270,Manhattan,Lower East Side,Private room,66,2,23,3.14,2,6,yes,66.0
14012,1660211470,Queens,Other,Private room,52,1,14,0.43,2,249,yes,57.0
14013,1660211473,Brooklyn,Williamsburg,Entire home/apt,250,3,37,2.35,1,174,yes,250.0
14014,1660211510,Brooklyn,Bushwick,Private room,80,2,0,0.0,2,0,no,88.0
14015,1660211553,Brooklyn,Williamsburg,Private room,50,6,11,0.27,1,0,no,55.0
14016,1660211750,Queens,Other,Private room,43,30,0,0.0,103,215,yes,43.0
14017,1660211826,Manhattan,Harlem,Private room,43,30,1,0.58,8,310,yes,60.0
14018,1660211923,Brooklyn,Bushwick,Private room,90,1,2,0.31,1,0,no,96.0
14019,1660211951,Brooklyn,Williamsburg,Shared room,38,1,236,4.63,2,56,yes,44.0
14020,1660211986,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,3,73,2.5,1,329,yes,206.0
14021,1660212020,Manhattan,Other,Private room,75,4,23,0.45,1,212,yes,83.0
14022,1660212075,Brooklyn,Other,Private room,62,2,1,0.02,2,0,no,71.0
14023,1660212084,Manhattan,Other,Entire home/apt,200,5,22,0.61,1,5,yes,200.0
14024,1660212120,Brooklyn,Bedford-Stuyvesant,Private room,40,7,16,0.5,1,221,yes,32.0
14025,1660212310,Brooklyn,Bedford-Stuyvesant,Entire home/apt,69,30,0,0.0,1,0,no,75.0
14026,1660212350,Manhattan,West Village,Entire home/apt,250,2,11,2.34,1,0,no,246.0
14027,1660212408,Brooklyn,Crown Heights,Private room,50,2,60,4.52,1,7,yes,57.0
14028,1660212414,Queens,Other,Private room,59,3,15,0.41,4,0,no,69.0
14029,1660212537,Queens,Astoria,Private room,50,1,5,0.16,1,0,no,41.0
14030,1660212848,Manhattan,Upper West Side,Entire home/apt,99,8,0,0.0,1,0,no,110.0
14031,1660212851,Brooklyn,Crown Heights,Private room,49,1,13,0.44,2,0,no,42.0
14032,1660212990,Manhattan,Harlem,Private room,45,7,1,0.06,1,17,yes,55.0
14033,1660213067,Brooklyn,Other,Entire home/apt,150,6,2,0.08,1,0,no,150.0
14034,1660213122,Manhattan,Other,Private room,110,1,1,0.19,1,0,no,114.0
14035,1660213132,Queens,Other,Private room,90,7,2,1.58,3,337,yes,91.0
14036,1660213223,Manhattan,West Village,Private room,140,3,64,1.29,2,5,yes,119.0
14037,1660213265,Manhattan,Other,Entire home/apt,189,10,2,0.1,1,0,no,210.0
14038,1660213271,Queens,Long Island City,Entire home/apt,150,3,1,0.81,7,23,yes,144.0
14039,1660213274,Manhattan,Washington Heights,Entire home/apt,140,2,38,3.3,4,176,yes,125.0
14040,1660213302,Brooklyn,Greenpoint,Entire home/apt,110,2,0,0.0,1,0,no,106.0
14041,1660213391,Brooklyn,Bedford-Stuyvesant,Entire home/apt,200,2,0,0.0,1,22,yes,185.0
14042,1660213427,Brooklyn,Williamsburg,Entire home/apt,140,2,133,2.52,2,283,yes,142.0
14043,1660213439,Manhattan,Financial District,Private room,120,5,0,0.0,1,0,no,116.0
14044,1660213442,Brooklyn,Bushwick,Private room,65,2,101,2.83,3,300,yes,63.0
14045,1660213527,Brooklyn,Other,Private room,75,1,1,1.0,6,360,yes,68.0
14046,1660213823,Brooklyn,Other,Private room,225,5,0,0.0,2,1,yes,232.0
14047,1660213835,Brooklyn,Williamsburg,Entire home/apt,123,2,2,2.0,1,1,yes,124.0
14048,1660213891,Manhattan,Lower East Side,Private room,75,5,1,0.05,1,157,yes,85.0
14049,1660213927,Brooklyn,Bushwick,Private room,63,6,3,0.27,7,187,yes,68.0
14050,1660213929,Queens,Other,Entire home/apt,175,2,6,0.93,1,168,yes,184.0
14051,1660213965,Brooklyn,Bushwick,Entire home/apt,190,1,0,0.0,1,0,no,197.0
14052,1660213967,Brooklyn,Clinton Hill,Entire home/apt,220,3,12,0.39,1,19,yes,227.0
14053,1660214021,Manhattan,Other,Entire home/apt,300,7,6,0.44,1,19,yes,294.0
14054,1660214066,Queens,Other,Private room,62,1,296,3.92,2,234,yes,72.0
14055,1660214147,Queens,Long Island City,Entire home/apt,99,2,0,0.0,1,0,no,113.0
14056,1660214183,Manhattan,Other,Entire home/apt,225,30,1,0.04,87,249,yes,224.0
14057,1660214225,Manhattan,Upper East Side,Private room,140,7,9,0.6,1,204,yes,136.0
14058,1660214481,Manhattan,Harlem,Shared room,65,5,0,0.0,1,0,no,78.0
14059,1660214675,Manhattan,Washington Heights,Private room,55,2,6,2.54,1,0,no,61.0
14060,1660214710,Brooklyn,Bedford-Stuyvesant,Private room,36,30,0,0.0,6,38,yes,38.0
14061,1660214752,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,105,14,43,0.83,1,319,yes,103.0
14062,1660214764,Brooklyn,Bushwick,Shared room,35,30,0,0.0,14,341,yes,34.0
14063,1660214784,Manhattan,Other,Private room,60,2,58,5.67,1,110,yes,59.0
14064,1660214998,Manhattan,Other,Entire home/apt,90,10,5,0.31,1,0,no,89.0
14065,1660215049,Manhattan,Washington Heights,Entire home/apt,105,2,109,4.86,1,261,yes,119.0
14066,1660215227,Brooklyn,Bushwick,Entire home/apt,150,2,41,2.78,3,0,no,153.0
14067,1660215250,Brooklyn,Flatbush,Entire home/apt,150,4,27,2.39,2,29,yes,160.0
14068,1660215276,Manhattan,Other,Entire home/apt,196,2,47,2.26,1,6,yes,202.0
14069,1660215299,Manhattan,Upper East Side,Entire home/apt,159,15,2,0.11,1,0,no,165.0
14070,1660215324,Brooklyn,Bedford-Stuyvesant,Private room,55,1,0,0.0,1,0,no,56.0
14071,1660215379,Brooklyn,Bedford-Stuyvesant,Private room,57,2,12,4.93,1,51,yes,56.0
14072,1660215486,Queens,Other,Private room,70,2,59,1.77,2,232,yes,66.0
14073,1660215597,Manhattan,Upper East Side,Entire home/apt,90,30,5,0.25,8,306,yes,87.0
14074,1660215616,Brooklyn,Clinton Hill,Private room,70,7,2,0.88,1,89,yes,66.0
14075,1660215652,Manhattan,Harlem,Private room,36,2,0,0.0,1,0,no,36.0
14076,1660215713,Manhattan,West Village,Entire home/apt,210,1,108,1.35,1,305,yes,231.0
14077,1660215769,Brooklyn,Bedford-Stuyvesant,Private room,40,3,101,2.01,6,180,yes,41.0
14078,1660215797,Brooklyn,Bedford-Stuyvesant,Private room,37,2,44,4.04,2,1,yes,50.0
14079,1660215829,Brooklyn,Bushwick,Entire home/apt,120,5,6,0.1,1,0,no,117.0
14080,1660215846,Manhattan,Harlem,Entire home/apt,165,5,42,0.97,1,281,yes,169.0
14081,1660215860,Brooklyn,Williamsburg,Entire home/apt,225,5,75,3.49,2,278,yes,226.0
14082,1660215881,Brooklyn,Other,Entire home/apt,120,2,17,0.33,1,0,no,121.0
14083,1660215908,Brooklyn,Bushwick,Entire home/apt,109,2,117,3.22,1,51,yes,109.0
14084,1660215926,Brooklyn,Clinton Hill,Private room,41,1,1,0.45,2,52,yes,42.0
14085,1660215968,Queens,Other,Private room,75,1,59,3.99,2,162,yes,74.0
14086,1660216046,Manhattan,East Village,Entire home/apt,250,2,12,3.16,1,32,yes,250.0
14087,1660216096,Manhattan,Lower East Side,Entire home/apt,198,2,17,0.35,1,0,no,193.0
14088,1660216168,Brooklyn,Williamsburg,Entire home/apt,199,4,7,0.28,2,65,yes,199.0
14089,1660216226,Manhattan,Other,Entire home/apt,200,4,2,0.1,1,0,no,189.0
14090,1660216248,Manhattan,Other,Entire home/apt,175,4,0,0.0,1,0,no,168.0
14091,1660216335,Manhattan,Harlem,Private room,69,2,47,3.78,2,0,no,52.0
14092,1660216338,Manhattan,Hell's Kitchen,Entire home/apt,100,30,7,0.19,31,244,yes,102.0
14093,1660216353,Manhattan,Other,Entire home/apt,90,3,107,1.17,1,0,no,83.0
14094,1660216410,Brooklyn,Williamsburg,Private room,100,14,0,0.0,1,88,yes,104.0
14095,1660216413,Manhattan,East Village,Entire home/apt,175,5,1,0.16,1,0,no,193.0
14096,1660216456,Brooklyn,East Flatbush,Entire home/apt,50,2,8,0.61,1,0,no,38.0
14097,1660216491,Manhattan,Other,Private room,200,2,3,0.84,1,0,no,214.0
14098,1660216655,Manhattan,Midtown,Private room,140,2,76,3.73,4,148,yes,136.0
14099,1660216738,Bronx,Other,Entire home/apt,99,2,8,1.05,1,360,yes,85.0
14100,1660216758,Brooklyn,Bedford-Stuyvesant,Entire home/apt,275,2,66,2.42,1,23,yes,278.0
14101,1660216814,Brooklyn,Williamsburg,Private room,82,2,144,3.37,1,0,no,82.0
14102,1660216817,Brooklyn,Greenpoint,Private room,70,3,1,0.05,1,0,no,59.0
14103,1660216926,Manhattan,Financial District,Private room,85,1,3,0.12,1,0,no,92.0
14104,1660216960,Bronx,Other,Entire home/apt,125,3,62,4.34,1,253,yes,107.0
14105,1660217171,Manhattan,Washington Heights,Private room,84,1,0,0.0,1,39,yes,71.0
14106,1660217192,Manhattan,West Village,Entire home/apt,300,3,2,0.2,1,0,no,305.0
14107,1660217211,Brooklyn,Williamsburg,Private room,91,1,9,0.14,1,0,no,93.0
14108,1660217218,Brooklyn,Prospect-Lefferts Gardens,Private room,40,20,7,0.84,4,34,yes,34.0
14109,1660217308,Brooklyn,Flatbush,Private room,50,20,1,0.19,2,358,yes,52.0
14110,1660217385,Manhattan,East Harlem,Private room,140,2,50,1.01,2,0,no,127.0
14111,1660217570,Brooklyn,Flatbush,Entire home/apt,125,2,31,2.93,1,64,yes,139.0
14112,1660217669,Brooklyn,Flatbush,Private room,56,7,12,0.44,1,0,no,58.0
14113,1660217679,Brooklyn,Williamsburg,Entire home/apt,175,3,3,0.05,1,0,no,185.0
14114,1660217707,Queens,Other,Private room,55,1,126,3.13,2,180,yes,43.0
14115,1660217734,Manhattan,Harlem,Private room,80,1,0,0.0,2,0,no,80.0
14116,1660217738,Queens,Other,Entire home/apt,100,1,4,4.0,1,78,yes,111.0
14117,1660217770,Brooklyn,Other,Entire home/apt,300,2,11,0.57,5,51,yes,300.0
14118,1660217808,Brooklyn,Bedford-Stuyvesant,Private room,48,5,6,1.91,3,28,yes,47.0
14119,1660217838,Brooklyn,Crown Heights,Private room,72,3,6,0.1,1,83,yes,63.0
14120,1660217868,Brooklyn,Bedford-Stuyvesant,Private room,60,3,7,0.15,1,0,no,66.0
14121,1660217875,Manhattan,Hell's Kitchen,Entire home/apt,499,30,0,0.0,8,333,yes,493.0
14122,1660217890,Manhattan,Lower East Side,Entire home/apt,250,4,26,0.61,1,102,yes,251.0
14123,1660218039,Brooklyn,Greenpoint,Entire home/apt,120,3,0,0.0,1,0,no,100.0
14124,1660218069,Brooklyn,Crown Heights,Private room,65,3,18,0.75,2,0,no,54.0
14125,1660218121,Brooklyn,Clinton Hill,Entire home/apt,172,4,8,0.09,2,189,yes,180.0
14126,1660218213,Staten Island,Other,Entire home/apt,125,2,8,0.09,4,353,yes,109.0
14127,1660218273,Queens,Other,Entire home/apt,198,7,4,0.18,7,365,yes,195.0
14128,1660218413,Manhattan,Other,Entire home/apt,119,1,18,3.18,1,302,yes,117.0
14129,1660218449,Manhattan,East Village,Entire home/apt,140,3,6,0.35,1,0,no,136.0
14130,1660218483,Manhattan,Hell's Kitchen,Entire home/apt,115,30,6,0.17,31,331,yes,118.0
14131,1660218488,Brooklyn,Bedford-Stuyvesant,Entire home/apt,115,3,131,2.27,2,241,yes,118.0
14132,1660218528,Brooklyn,Crown Heights,Private room,57,1,82,2.28,5,356,yes,61.0
14133,1660218588,Manhattan,Harlem,Private room,99,3,62,1.74,1,0,no,106.0
14134,1660218598,Brooklyn,Other,Entire home/apt,100,15,3,0.14,2,365,yes,87.0
14135,1660218744,Brooklyn,Bedford-Stuyvesant,Private room,60,4,1,0.04,1,0,no,66.0
14136,1660218806,Manhattan,Upper West Side,Entire home/apt,220,2,3,0.62,1,36,yes,221.0
14137,1660218883,Brooklyn,Greenpoint,Entire home/apt,116,1,9,0.32,1,0,no,119.0
14138,1660218890,Queens,Astoria,Entire home/apt,200,5,22,0.37,1,188,yes,174.0
14139,1660218918,Brooklyn,Other,Shared room,39,5,1,0.77,2,89,yes,68.0
14140,1660218991,Manhattan,Upper East Side,Private room,100,4,0,0.0,1,0,no,120.0
14141,1660219264,Brooklyn,Other,Private room,50,4,36,2.19,2,316,yes,52.0
14142,1660219454,Manhattan,Other,Private room,57,3,75,3.73,1,242,yes,46.0
14143,1660219525,Staten Island,Other,Private room,50,2,8,0.77,7,37,yes,64.0
14144,1660219553,Brooklyn,Park Slope,Entire home/apt,165,4,41,1.63,1,170,yes,150.0
14145,1660219600,Queens,Astoria,Private room,55,1,0,0.0,1,0,no,49.0
14146,1660219616,Manhattan,Other,Entire home/apt,310,30,0,0.0,65,338,yes,324.0
14147,1660219655,Manhattan,Chelsea,Entire home/apt,750,1,0,0.0,1,89,yes,742.0
14148,1660219993,Brooklyn,Other,Entire home/apt,80,3,13,0.86,1,0,no,100.0
14149,1660220028,Manhattan,East Harlem,Private room,61,7,167,3.21,1,292,yes,66.0
14150,1660220208,Manhattan,Harlem,Entire home/apt,200,30,0,0.0,1,180,yes,193.0
14151,1660220249,Manhattan,Washington Heights,Private room,35,4,67,3.61,1,2,yes,34.0
14152,1660220271,Manhattan,Other,Private room,73,3,1,0.07,1,37,yes,56.0
14153,1660220306,Queens,Other,Entire home/apt,160,3,29,0.59,3,179,yes,182.0
14154,1660220367,Manhattan,Upper West Side,Entire home/apt,170,3,0,0.0,1,0,no,173.0
14155,1660220380,Manhattan,Hell's Kitchen,Private room,100,4,0,0.0,1,0,no,104.0
14156,1660220411,Brooklyn,Crown Heights,Private room,51,1,1,0.03,1,0,no,67.0
14157,1660220473,Manhattan,Midtown,Entire home/apt,169,18,54,0.57,1,98,yes,172.0
14158,1660220575,Brooklyn,Bedford-Stuyvesant,Private room,50,4,1,0.05,1,0,no,47.0
14159,1660220608,Manhattan,Hell's Kitchen,Entire home/apt,100,1,0,0.0,1,0,no,121.0
14160,1660220629,Brooklyn,Other,Entire home/apt,218,2,137,2.79,1,250,yes,207.0
14161,1660220740,Queens,Other,Private room,65,2,7,0.53,3,341,yes,71.0
14162,1660220771,Manhattan,Hell's Kitchen,Entire home/apt,649,2,0,0.0,1,0,no,655.0
14163,1660220785,Manhattan,Harlem,Private room,72,3,154,2.72,2,153,yes,52.0
14164,1660220806,Brooklyn,Bedford-Stuyvesant,Private room,45,4,41,1.06,2,89,yes,42.0
14165,1660220858,Brooklyn,Bushwick,Entire home/apt,100,2,60,4.74,1,39,yes,106.0
14166,1660220877,Manhattan,Other,Entire home/apt,225,2,2,0.04,1,0,no,244.0
14167,1660220908,Manhattan,Financial District,Private room,100,8,1,0.16,1,0,no,112.0
14168,1660220984,Queens,Other,Private room,150,2,0,0.0,1,83,yes,156.0
14169,1660221415,Manhattan,Other,Private room,200,1,1,0.02,1,0,no,192.0
14170,1660221448,Manhattan,East Village,Private room,90,15,1,0.04,1,0,no,104.0
14171,1660221574,Queens,Other,Entire home/apt,115,7,4,0.18,1,0,no,106.0
14172,1660221626,Manhattan,West Village,Entire home/apt,285,30,1,1.0,2,179,yes,292.0
14173,1660221725,Manhattan,Harlem,Entire home/apt,300,2,26,0.64,1,176,yes,312.0
14174,1660221768,Brooklyn,Other,Entire home/apt,190,1,221,3.0,1,238,yes,193.0
14175,1660221787,Brooklyn,Flatbush,Entire home/apt,120,2,48,1.36,1,53,yes,121.0
14176,1660221941,Manhattan,Harlem,Entire home/apt,100,2,193,4.17,1,213,yes,100.0
14177,1660221963,Brooklyn,Bushwick,Private room,85,3,33,2.47,1,7,yes,116.0
14178,1660222071,Manhattan,Hell's Kitchen,Private room,174,3,17,0.73,1,65,yes,164.0
14179,1660222093,Brooklyn,Other,Private room,45,1,0,0.0,3,151,yes,45.0
14180,1660222161,Brooklyn,Greenpoint,Private room,125,1,1,0.07,2,0,no,123.0
14181,1660222180,Brooklyn,Bedford-Stuyvesant,Private room,65,1,44,3.73,2,75,yes,60.0
14182,1660222316,Brooklyn,Williamsburg,Entire home/apt,175,2,4,0.62,1,34,yes,183.0
14183,1660222350,Brooklyn,Other,Entire home/apt,275,2,2,0.05,1,0,no,273.0
14184,1660222472,Brooklyn,Williamsburg,Private room,100,20,1,0.02,6,214,yes,112.0
14185,1660222615,Queens,Other,Entire home/apt,120,30,29,0.62,1,178,yes,107.0
14186,1660222626,Brooklyn,Bedford-Stuyvesant,Private room,68,1,37,1.84,1,0,no,65.0
14187,1660222669,Brooklyn,Bushwick,Private room,55,1,64,5.87,3,149,yes,71.0
14188,1660222729,Brooklyn,Other,Private room,60,1,5,0.1,1,0,no,67.0
14189,1660222749,Brooklyn,Bushwick,Entire home/apt,149,1,41,1.1,1,69,yes,140.0
14190,1660222780,Brooklyn,Greenpoint,Private room,100,7,10,1.38,1,353,yes,98.0
14191,1660222854,Manhattan,Other,Entire home/apt,150,3,13,3.86,1,9,yes,161.0
14192,1660222864,Manhattan,Harlem,Entire home/apt,600,4,16,0.5,1,96,yes,598.0
14193,1660222874,Manhattan,Other,Entire home/apt,145,5,18,0.38,1,179,yes,121.0
14194,1660222926,Brooklyn,Williamsburg,Private room,50,30,0,0.0,1,340,yes,49.0
14195,1660222967,Brooklyn,Fort Greene,Private room,95,2,2,2.0,2,164,yes,110.0
14196,1660222971,Brooklyn,Other,Entire home/apt,99,4,75,2.16,1,216,yes,99.0
14197,1660223020,Brooklyn,Williamsburg,Private room,60,7,2,0.11,1,0,no,61.0
14198,1660223033,Brooklyn,Other,Private room,137,3,5,0.23,3,0,no,141.0
14199,1660223073,Manhattan,Other,Private room,119,3,42,2.26,1,54,yes,110.0
14200,1660223121,Brooklyn,Williamsburg,Entire home/apt,150,2,5,0.4,2,0,no,167.0
14201,1660223166,Brooklyn,Greenpoint,Private room,50,1,1,0.02,1,0,no,40.0
14202,1660223181,Manhattan,Harlem,Entire home/apt,145,7,34,0.58,2,0,no,145.0
14203,1660223300,Queens,Other,Private room,40,2,1,0.04,1,0,no,40.0
14204,1660223383,Manhattan,Washington Heights,Entire home/apt,125,2,4,0.19,1,0,no,107.0
14205,1660223407,Manhattan,Hell's Kitchen,Private room,97,6,36,0.84,2,0,no,99.0
14206,1660223441,Manhattan,Other,Shared room,70,3,1,0.04,2,0,no,77.0
14207,1660223505,Manhattan,Hell's Kitchen,Entire home/apt,230,1,17,4.21,5,282,yes,240.0
14208,1660223509,Manhattan,West Village,Entire home/apt,250,5,0,0.0,1,365,yes,247.0
14209,1660223523,Queens,Other,Entire home/apt,100,7,37,1.42,1,0,no,92.0
14210,1660223637,Brooklyn,Williamsburg,Private room,100,1,0,0.0,1,0,no,91.0
14211,1660223720,Manhattan,Upper East Side,Entire home/apt,140,30,5,0.15,12,0,no,151.0
14212,1660224013,Brooklyn,Bushwick,Private room,75,2,8,0.35,1,0,no,73.0
14213,1660224040,Manhattan,Other,Private room,150,1,2,0.05,1,0,no,144.0
14214,1660224244,Brooklyn,Williamsburg,Private room,75,2,11,1.56,2,0,no,60.0
14215,1660224281,Queens,Astoria,Private room,100,2,35,0.42,1,144,yes,96.0
14216,1660224302,Brooklyn,Williamsburg,Private room,90,2,2,1.18,2,174,yes,84.0
14217,1660224314,Manhattan,Upper East Side,Entire home/apt,233,6,15,0.72,2,154,yes,237.0
14218,1660224440,Manhattan,Midtown,Private room,185,3,5,0.27,1,8,yes,183.0
14219,1660224448,Brooklyn,Williamsburg,Private room,49,7,0,0.0,1,37,yes,47.0
14220,1660224679,Manhattan,Midtown,Private room,120,3,9,1.43,1,0,no,122.0
14221,1660224691,Brooklyn,Fort Greene,Entire home/apt,275,2,2,0.19,1,0,no,279.0
14222,1660224703,Manhattan,Upper East Side,Entire home/apt,200,1,10,5.08,1,280,yes,199.0
14223,1660224716,Bronx,Other,Private room,60,1,2,1.71,5,180,yes,63.0
14224,1660224744,Manhattan,Financial District,Entire home/apt,365,2,0,0.0,1,18,yes,360.0
14225,1660224758,Manhattan,Midtown,Entire home/apt,149,2,3,0.46,1,0,no,139.0
14226,1660224795,Queens,Astoria,Private room,60,2,1,0.04,2,0,no,59.0
14227,1660224888,Manhattan,Upper East Side,Entire home/apt,510,7,0,0.0,3,207,yes,504.0
14228,1660224927,Manhattan,West Village,Entire home/apt,370,3,20,3.02,1,155,yes,380.0
14229,1660224944,Queens,Other,Entire home/apt,90,5,14,0.49,1,1,yes,83.0
14230,1660224955,Queens,Astoria,Private room,52,2,8,5.33,1,22,yes,39.0
14231,1660225006,Brooklyn,Other,Entire home/apt,99,2,17,3.78,1,20,yes,93.0
14232,1660225101,Manhattan,Financial District,Private room,96,4,4,0.19,1,0,no,89.0
14233,1660225148,Brooklyn,Williamsburg,Private room,59,2,87,2.31,3,0,no,64.0
14234,1660225178,Queens,Astoria,Entire home/apt,289,2,176,4.07,2,309,yes,293.0
14235,1660225312,Manhattan,Financial District,Entire home/apt,105,30,1,0.16,1,233,yes,101.0
14236,1660225444,Brooklyn,Bedford-Stuyvesant,Private room,60,2,2,1.67,1,1,yes,63.0
14237,1660225570,Queens,Astoria,Private room,37,1,0,0.0,1,0,no,49.0
14238,1660225596,Manhattan,Other,Shared room,103,1,3,0.08,1,0,no,97.0
14239,1660225598,Queens,Other,Private room,76,2,23,0.68,1,178,yes,90.0
14240,1660225704,Manhattan,Harlem,Shared room,39,4,47,1.22,2,131,yes,43.0
14241,1660225728,Manhattan,Harlem,Private room,52,3,0,0.0,1,0,no,50.0
